country,date,obs_cases_std,pre_cases_std_without,pre_cases_std_with
Dominican Republic,2014/10/31,0.134365058,-1.103567759,-0.044992934
Dominican Republic,2014/11/30,0.307014223,-0.337851208,0.036190766
Dominican Republic,2014/12/31,0.332279955,0.232380143,0.169243793
Dominican Republic,2015/1/31,0.425973709,0.517715359,0.340518247
Dominican Republic,2015/2/28,0.384916895,0.687877615,0.428086974
Dominican Republic,2015/3/31,0.364914858,0.684006706,0.458521193
Dominican Republic,2015/4/30,0.31859435,0.629488354,0.463141511
Dominican Republic,2015/5/31,0.220689641,0.575665539,0.440579438
Dominican Republic,2015/6/30,0.131206842,0.558327657,0.39231972
Dominican Republic,2015/7/31,-0.388846132,0.426767251,0.226699544
Dominican Republic,2015/8/31,-0.906793627,0.057729156,-0.536591128
Dominican Republic,2015/9/30,-2.06585906,-2.06776381,-3.04787306
Dominican Republic,2015/10/31,-3.60812142,-3.26619612,-3.814236668
Dominican Republic,2015/11/30,-2.541697003,-1.418588755,-1.495602138
Dominican Republic,2015/12/31,-0.991012732,-0.190962591,-0.475282343
Dominican Republic,2016/1/31,-0.681507522,0.269881569,0.158311522
Dominican Republic,2016/2/29,-0.465696065,0.440869142,0.359031788
Dominican Republic,2016/3/31,0.055409647,0.447475567,0.431079718
Dominican Republic,2016/4/30,-0.20461684,0.423592654,0.451696294
Dominican Republic,2016/5/31,0.314383395,0.158268664,0.448695957
Dominican Republic,2016/6/30,0.117521237,-0.016711828,0.40762319
Dominican Republic,2016/7/31,0.324910783,-0.005179922,0.351334737
Dominican Republic,2016/8/31,0.509140075,-0.311721598,0.217681453
Dominican Republic,2016/9/30,0.571251665,-1.083379346,0.064335941
Dominican Republic,2016/10/31,0.558618799,-0.697928937,-0.034436476
Dominican Republic,2016/11/30,0.601781091,-0.028361859,0.046514712
Dominican Republic,2016/12/31,0.597570135,0.333361064,0.23426136
Dominican Republic,2017/1/31,0.678631024,0.566218686,0.392106664
Dominican Republic,2017/2/28,0.70916045,0.677358316,0.462048711
Dominican Republic,2017/3/31,0.686000196,0.666830468,0.48312841
Dominican Republic,2017/4/30,0.688105673,0.667830641,0.494955135
Dominican Republic,2017/5/31,0.615466695,0.629178277,0.498956691
Dominican Republic,2017/6/30,0.635468733,0.286654474,0.495545902
Dominican Republic,2017/7/31,0.61125574,-0.598350744,0.480206843
Dominican Republic,2017/8/31,0.643890643,-1.141188087,0.437450984
Dominican Republic,2017/9/30,0.623888606,-0.64991676,0.378934224
Dominican Republic,2017/10/31,0.604939307,-0.077437934,0.322446002
Dominican Republic,2017/11/30,0.65547077,0.365090709,0.299316887
Dominican Republic,2017/12/31,0.693369367,0.61773885,0.375929143
Dominican Republic,2018/1/31,0.703896755,0.770049538,0.445437961
Dominican Republic,2018/2/28,0.668103636,0.848633429,0.490009776
Dominican Republic,2018/3/31,0.621783128,0.837399165,0.499348163
Dominican Republic,2018/4/30,0.662839942,0.802027866,0.504351887
Dominican Republic,2018/5/31,0.69126389,0.774198662,0.504425436
Dominican Republic,2018/6/30,0.698633061,0.765414705,0.502389782
Dominican Republic,2018/7/31,0.688105673,0.474421169,0.484898813
Dominican Republic,2018/8/31,0.687052934,-0.46772834,0.422938998
Dominican Republic,2018/9/30,0.639679688,-1.022565424,0.289375871
Dominican Republic,2018/10/31,0.580726314,-0.780070551,-0.02984368
Dominican Republic,2018/11/30,0.496507209,-0.1172016,-0.111171631
Dominican Republic,2018/12/31,0.493348993,0.348535402,0.041288917
Dominican Republic,2019/1/31,0.470188739,0.595267215,0.239120832
Dominican Republic,2019/2/28,0.357545686,0.739655788,0.347940082
Dominican Republic,2019/3/31,0.151208879,0.738347093,0.398994198
Dominican Republic,2019/4/30,0.277537536,0.700029675,0.425587247
Dominican Republic,2019/5/31,-0.0624971,0.65029459,0.358203766
Dominican Republic,2019/6/30,-0.494120013,-0.22227336,0.078424188
Dominican Republic,2019/7/31,-2.444845032,-3.577094415,-1.630679431
Dominican Republic,2019/8/31,-3.136494432,-3.838831927,-3.876170385
Dominican Republic,2019/9/30,-2.383786181,-0.889711088,-3.737047881
Dominican Republic,2019/10/31,-1.973218044,0.075830961,-1.656952659
Dominican Republic,2019/11/30,-1.662660095,0.392147441,-0.450662313
Dominican Republic,2019/12/31,-1.131026994,0.550250893,0.11438267
Ecuador,2014/2/28,0.179557578,-1.116882444,0.510701847
Ecuador,2014/3/31,-0.073758458,-4.805191911,0.511249776
Ecuador,2014/4/30,-0.403416313,0.266233606,0.511415565
Ecuador,2014/5/31,-0.440100044,-2.499998494,0.515274584
Ecuador,2014/6/30,-0.556099951,0.266233606,0.520235927
Ecuador,2014/7/31,-0.461911992,-0.655843761,0.522583438
Ecuador,2014/8/31,0.042241449,-1.116882444,0.523765718
Ecuador,2014/9/30,0.371899304,-0.655843761,0.51351204
Ecuador,2014/10/31,0.390736896,0.266233606,0.413291611
Ecuador,2014/11/30,0.464104359,0.266233606,0.17310004
Ecuador,2014/12/31,0.444275315,0.266233606,-0.270340818
Ecuador,2015/1/31,0.180549031,0.266233606,-1.089973081
Ecuador,2015/2/28,-0.050955057,0.266233606,-1.746076198
Ecuador,2015/3/31,-1.613483718,0.266233606,-3.136123611
Ecuador,2015/4/30,-3.798148632,-0.194805077,-3.649122044
Ecuador,2015/5/31,-5.572352337,0.266233606,-3.801732001
Ecuador,2015/6/30,-3.197824327,-5.727269277,-2.490461714
Ecuador,2015/7/31,-1.103381563,0.266233606,-1.973697739
Ecuador,2015/8/31,0.19839517,0.266233606,-1.250668516
Ecuador,2015/9/30,0.374377935,0.266233606,-0.959292626
Ecuador,2015/10/31,0.449728302,0.266233606,-0.671955653
Ecuador,2015/11/30,0.465591537,0.266233606,-0.166444797
Ecuador,2015/12/31,0.452206932,0.266233606,-0.304990854
Ecuador,2016/1/31,-0.046493522,0.266233606,-0.597466718
Ecuador,2016/2/29,-0.274527527,0.266233606,-0.607332378
Ecuador,2016/3/31,-0.23486944,0.266233606,-0.926720839
Ecuador,2016/4/30,-0.060869579,0.266233606,-0.786683852
Ecuador,2016/5/31,-0.29584375,0.266233606,-0.481688518
Ecuador,2016/6/30,-0.275023254,0.266233606,-0.109994011
Ecuador,2016/7/31,0.033814106,0.266233606,0.095344696
Ecuador,2016/8/31,0.303984829,0.266233606,0.214130038
Ecuador,2016/9/30,0.413044571,0.266233606,0.269887683
Ecuador,2016/10/31,0.470548798,0.266233606,0.349561954
Ecuador,2016/11/30,0.499796638,0.266233606,0.432366239
Ecuador,2016/12/31,0.571676922,0.266233606,0.45623113
Ecuador,2017/1/31,0.33174549,0.266233606,0.468535426
Ecuador,2017/2/28,0.068019206,0.266233606,0.48025887
Ecuador,2017/3/31,-0.343929181,0.266233606,0.469564262
Ecuador,2017/4/30,-0.484219667,0.266233606,0.478197082
Ecuador,2017/5/31,-0.344920633,0.266233606,0.491573132
Ecuador,2017/6/30,0.066036302,0.266233606,0.50343297
Ecuador,2017/7/31,0.294566033,0.266233606,0.512760108
Ecuador,2017/8/31,0.463608633,0.266233606,0.51773027
Ecuador,2017/9/30,0.44873685,0.266233606,0.516414535
Ecuador,2017/10/31,0.565232483,0.266233606,0.500436999
Ecuador,2017/11/30,0.548377795,0.266233606,0.499515749
Ecuador,2017/12/31,0.572668374,0.266233606,0.497011855
Ecuador,2018/1/31,0.435352245,0.266233606,0.501886776
Ecuador,2018/2/28,0.444771041,0.266233606,0.50863124
Ecuador,2018/3/31,0.480959046,0.266233606,0.502810377
Ecuador,2018/4/30,0.506736803,0.266233606,0.505436556
Ecuador,2018/5/31,0.52359149,0.266233606,0.51108575
Ecuador,2018/6/30,0.524087216,0.266233606,0.517502162
Ecuador,2018/7/31,0.513676968,0.266233606,0.521300038
Ecuador,2018/8/31,0.574155552,0.266233606,0.524685204
Ecuador,2018/9/30,0.563249578,0.266233606,0.525748139
Ecuador,2018/10/31,0.585061527,0.266233606,0.526569445
Ecuador,2018/11/30,0.5845658,0.266233606,0.527897525
Ecuador,2018/12/31,0.549369247,0.266233606,0.528393131
Ecuador,2019/1/31,0.430394984,0.266233606,0.528577145
Ecuador,2019/2/28,0.432873614,0.266233606,0.528832885
Ecuador,2019/3/31,0.310429268,0.266233606,0.529095679
Ecuador,2019/4/30,0.352565987,0.266233606,0.528954581
Ecuador,2019/5/31,0.124531981,0.266233606,0.528884033
Ecuador,2019/6/30,0.082395263,0.266233606,0.529247947
Ecuador,2019/7/31,0.165181522,0.266233606,0.529177986
Ecuador,2019/8/31,0.335215573,0.266233606,0.529413148
Ecuador,2019/9/30,0.397677061,0.266233606,0.52958129
Ecuador,2019/10/31,0.419984736,0.266233606,0.529579526
Ecuador,2019/11/30,0.353061713,0.266233606,0.529674179
Ecuador,2019/12/31,0.276719894,0.266233606,0.529717684
El Salvador,2014/2/28,0.186892224,-0.825042978,1.069338671
El Salvador,2014/3/31,-0.083903484,-0.924107778,1.025167752
El Salvador,2014/4/30,-0.120797609,-1.81476369,0.701847981
El Salvador,2014/5/31,-0.479709381,-3.819859961,-0.081810192
El Salvador,2014/6/30,-1.306782517,-4.231882981,-1.290278008
El Salvador,2014/7/31,-1.899595874,-3.174625112,-3.302764967
El Salvador,2014/8/31,-4.06381237,-2.728138052,-4.221332411
El Salvador,2014/9/30,-2.691207667,-2.003929548,-2.084734295
El Salvador,2014/10/31,-1.040285153,-0.844361387,-0.354698849
El Salvador,2014/11/30,0.104865482,-0.068688643,0.355850632
El Salvador,2014/12/31,0.436554405,0.260960683,0.678628147
El Salvador,2015/1/31,0.285037759,0.424626241,0.808914744
El Salvador,2015/2/28,0.662933886,0.48860881,0.916727427
El Salvador,2015/3/31,0.481687023,0.441935535,0.842538017
El Salvador,2015/4/30,0.344498192,0.312424923,0.690971017
El Salvador,2015/5/31,-0.008324259,0.032539819,0.383296988
El Salvador,2015/6/30,-0.712536379,0.142113833,-0.026337907
El Salvador,2015/7/31,-1.749153814,0.232369438,-0.934476823
El Salvador,2015/8/31,-2.556526204,0.200841795,-2.000229363
El Salvador,2015/9/30,-2.302565678,0.289861022,-1.139570353
El Salvador,2015/10/31,-1.988786524,0.397271374,-0.273920771
El Salvador,2015/11/30,-1.266664634,0.491854303,0.302778021
El Salvador,2015/12/31,0.140326825,0.551818643,0.561897328
El Salvador,2016/1/31,0.23918875,0.568509748,0.648999272
El Salvador,2016/2/29,0.452673197,0.575309828,0.77778349
El Salvador,2016/3/31,0.498522206,0.576391659,0.701003604
El Salvador,2016/4/30,0.427957716,0.469908591,0.257342328
El Salvador,2016/5/31,0.372079236,0.239324065,-0.206474991
El Salvador,2016/6/30,0.508193481,0.279351808,0.189071778
El Salvador,2016/7/31,0.624248785,0.340088884,0.256857207
El Salvador,2016/8/31,0.567653915,0.242878652,0.370980894
El Salvador,2016/9/30,0.577683385,0.324325063,0.011656729
El Salvador,2016/10/31,0.574101432,0.451053824,-0.127648782
El Salvador,2016/11/30,0.622457808,0.51410911,0.377869364
El Salvador,2016/12/31,0.687291172,0.539300315,0.706139017
El Salvador,2017/1/31,0.675470725,0.563409689,0.850266015
El Salvador,2017/2/28,0.670455989,0.583809928,0.891335404
El Salvador,2017/3/31,0.646456899,0.562791499,0.806331015
El Salvador,2017/4/30,0.678336288,0.506536293,0.537888565
El Salvador,2017/5/31,0.635711037,0.336688845,0.466250417
El Salvador,2017/6/30,0.574459627,0.380271174,0.281697696
El Salvador,2017/7/31,0.668306817,0.378416607,-0.934725182
El Salvador,2017/8/31,0.640725773,0.36806194,-1.701876158
El Salvador,2017/9/30,0.626756153,0.371307433,-1.053474493
El Salvador,2017/10/31,0.594876764,0.47562684,-0.401877268
El Salvador,2017/11/30,0.648964266,0.513336373,0.066866531
El Salvador,2017/12/31,0.68979854,0.546718583,0.509669726
El Salvador,2018/1/31,0.67582892,0.562636952,0.772214609
El Salvador,2018/2/28,0.643591336,0.575000734,0.833970492
El Salvador,2018/3/31,0.666157645,0.561091479,0.731149436
El Salvador,2018/4/30,0.64788968,0.526318344,0.106584496
El Salvador,2018/5/31,0.599891499,0.298670216,-1.153495296
El Salvador,2018/6/30,0.539714675,0.22943304,-0.828173477
El Salvador,2018/7/31,0.458762519,0.262660703,-0.89874946
El Salvador,2018/8/31,0.444076508,0.154323067,-1.289256955
El Salvador,2018/9/30,0.16002757,0.220314751,-0.585606485
El Salvador,2018/10/31,0.382108707,0.327106914,0.162430584
El Salvador,2018/11/30,0.44550929,0.431889962,0.52949371
El Salvador,2018/12/31,0.591653005,0.496645268,0.73463278
El Salvador,2019/1/31,0.547953169,0.531572951,0.893658337
El Salvador,2019/2/28,0.550460536,0.556764156,0.937595867
El Salvador,2019/3/31,0.505686114,0.496799815,0.889973017
El Salvador,2019/4/30,0.584489098,0.200841795,0.697374365
El Salvador,2019/5/31,0.392854569,-0.271763754,0.390675429
El Salvador,2019/6/30,0.035375578,-0.333582662,0.438278882
El Salvador,2019/7/31,-0.934617516,-0.324155279,0.314728113
El Salvador,2019/8/31,-1.367317537,-0.36201936,-0.326465673
El Salvador,2019/9/30,-1.049240038,-0.257236311,-0.725992082
El Salvador,2019/10/31,-0.447113601,-0.059570354,-0.16697903
El Salvador,2019/11/30,0.203011016,0.213823766,0.238895068
El Salvador,2019/12/31,0.448733048,0.423080768,0.393328311
Guatemala,2014/2/28,0.46037563,0.84849,0.256467417
Guatemala,2014/3/31,0.453218487,0.71843,0.256049716
Guatemala,2014/4/30,0.474689915,0.18097,0.255601351
Guatemala,2014/5/31,0.365990813,-1.5421,0.250267228
Guatemala,2014/6/30,0.203165822,-2.32076,0.239440488
Guatemala,2014/7/31,0.034078331,-2.11319,0.218173506
Guatemala,2014/8/31,-0.009759167,-1.32337,0.187891217
Guatemala,2014/9/30,-0.627510027,-0.41198,0.17834168
Guatemala,2014/10/31,-0.774678769,0.06263,0.188929011
Guatemala,2014/11/30,-1.024284113,0.3887,0.223855497
Guatemala,2014/12/31,-0.580093958,0.5858,0.248778808
Guatemala,2015/1/31,0.233136356,0.73243,0.245329823
Guatemala,2015/2/28,0.478715807,0.69676,0.251003206
Guatemala,2015/3/31,0.318574744,0.35728,0.247782009
Guatemala,2015/4/30,0.343177421,0.23259,0.234613803
Guatemala,2015/5/31,0.233583677,-0.41267,0.197747519
Guatemala,2015/6/30,-1.225131424,-1.16458,0.184253503
Guatemala,2015/7/31,0.23134707,-1.3899,0.166855358
Guatemala,2015/8/31,-0.52015289,-0.92783,0.147952653
Guatemala,2015/9/30,-0.549676103,-0.27907,0.16577377
Guatemala,2015/10/31,-0.579199315,0.05547,0.185055548
Guatemala,2015/11/30,0.312759566,0.34648,0.224456869
Guatemala,2015/12/31,-0.223131477,0.50184,0.246572379
Guatemala,2016/1/31,0.427273846,0.62137,0.242803394
Guatemala,2016/2/29,0.442482773,0.58165,0.238025989
Guatemala,2016/3/31,0.381647062,0.16582,0.230608961
Guatemala,2016/4/30,0.579363123,0.024,0.208328502
Guatemala,2016/5/31,0.442930095,0.15017,0.201300983
Guatemala,2016/6/30,0.325284565,0.48384,0.213399545
Guatemala,2016/7/31,0.181694394,0.52555,0.220414367
Guatemala,2016/8/31,0.015738153,0.44342,0.229212431
Guatemala,2016/9/30,0.277868496,-0.1891,0.233511772
Guatemala,2016/10/31,0.365990813,-0.67946,0.236228114
Guatemala,2016/11/30,0.403565811,-0.39697,0.247456844
Guatemala,2016/12/31,0.581152409,-0.08422,0.255628681
Guatemala,2017/1/31,0.625884549,0.27011,0.255982682
Guatemala,2017/2/28,0.566838124,0.29005,0.25626825
Guatemala,2017/3/31,0.643330084,-0.10095,0.254850093
Guatemala,2017/4/30,0.564601517,-0.38691,0.253457221
Guatemala,2017/5/31,0.53999884,-0.22948,0.25369932
Guatemala,2017/6/30,0.546261339,0.18016,0.254074733
Guatemala,2017/7/31,0.501529199,0.22843,0.251456737
Guatemala,2017/8/31,0.430852417,0.30216,0.245552231
Guatemala,2017/9/30,0.421458667,0.49631,0.242188787
Guatemala,2017/10/31,0.452771166,0.6564,0.24438252
Guatemala,2017/11/30,0.535078304,0.83103,0.249996939
Guatemala,2017/12/31,0.601281872,0.9766,0.254372998
Guatemala,2018/1/31,0.540446161,1.0365,0.256834007
Guatemala,2018/2/28,0.550287232,1.05965,0.256503032
Guatemala,2018/3/31,0.56862741,0.98953,0.255494182
Guatemala,2018/4/30,0.496608663,0.79226,0.253181229
Guatemala,2018/5/31,0.449192594,0.56772,0.250349541
Guatemala,2018/6/30,0.39372474,0.57886,0.249138512
Guatemala,2018/7/31,0.270264032,0.45868,0.247606515
Guatemala,2018/8/31,0.36196492,0.33791,0.247627066
Guatemala,2018/9/30,0.251029212,0.45072,0.250952097
Guatemala,2018/10/31,0.394619383,0.5725,0.252632796
Guatemala,2018/11/30,0.472900629,0.80552,0.255390671
Guatemala,2018/12/31,0.550734553,0.96141,0.256305803
Guatemala,2019/1/31,0.355255099,1.05564,0.257703624
Guatemala,2019/2/28,0.409828311,1.06561,0.257709434
Guatemala,2019/3/31,0.396408669,1.00634,0.25740977
Guatemala,2019/4/30,0.408933668,0.50114,0.247516562
Guatemala,2019/5/31,0.058681008,-1.30004,0.087601551
Guatemala,2019/6/30,-0.528651997,-2.89439,-1.271472138
Guatemala,2019/7/31,-3.154875965,-3.57214,-5.16088009
Guatemala,2019/8/31,-5.145008895,-2.82419,-5.840995818
Guatemala,2019/9/30,-3.48142059,-1.18931,-1.955144558
Guatemala,2019/10/31,-2.290651011,-0.29192,-0.492474034
Guatemala,2019/11/30,-1.008627864,0.30827,-0.143139989
Guatemala,2019/12/31,-0.204343978,0.54131,-0.050244217
Honduras,2014/2/28,0.594336983,0.215,0.363169012
Honduras,2014/3/31,0.523266513,-0.13147,0.363742436
Honduras,2014/4/30,0.552713156,-0.67027,0.363549019
Honduras,2014/5/31,0.407915375,-0.48803,0.363398837
Honduras,2014/6/30,0.084666506,0.03536,0.362852719
Honduras,2014/7/31,-0.414819417,0.177,0.36318039
Honduras,2014/8/31,-0.496960055,0.1475,0.362281571
Honduras,2014/9/30,-0.39046505,-0.14932,0.359298404
Honduras,2014/10/31,-1.292905044,-0.53378,0.359166426
Honduras,2014/11/30,-0.886629924,-0.23309,0.361191612
Honduras,2014/12/31,0.073153533,0.11573,0.36260014
Honduras,2015/1/31,-0.215777819,0.37903,0.36320542
Honduras,2015/2/28,0.067175643,0.41382,0.36422484
Honduras,2015/3/31,0.120533847,-0.01162,0.364534306
Honduras,2015/4/30,-0.397549957,-0.43513,0.363567223
Honduras,2015/5/31,-0.521535825,-0.33426,0.36141461
Honduras,2015/6/30,-1.110468696,0.02953,0.359958296
Honduras,2015/7/31,-0.404413461,0.10054,0.356592847
Honduras,2015/8/31,0.036621983,0.08677,0.350749389
Honduras,2015/9/30,0.410129409,0.27109,0.344783054
Honduras,2015/10/31,0.360092255,0.49406,0.33656171
Honduras,2015/11/30,0.277508811,0.7233,0.342482534
Honduras,2015/12/31,0.291678624,0.86672,0.349650327
Honduras,2016/1/31,0.056769686,0.97197,0.357125311
Honduras,2016/2/29,0.264224611,0.99768,0.361071011
Honduras,2016/3/31,0.330867015,0.80791,0.361571618
Honduras,2016/4/30,0.188061864,-0.83621,0.353459497
Honduras,2016/5/31,0.12673314,-5.08302,0.318446535
Honduras,2016/6/30,0.038836016,-1.99355,0.293063446
Honduras,2016/7/31,0.216844297,-0.39276,0.285570258
Honduras,2016/8/31,0.491163029,-0.14696,0.265482233
Honduras,2016/9/30,0.418099929,0.00945,0.226926333
Honduras,2016/10/31,0.440683069,0.0674,0.137429042
Honduras,2016/11/30,0.583266817,0.25683,0.202112117
Honduras,2016/12/31,0.601643293,0.34066,0.28641674
Honduras,2017/1/31,0.626219064,0.53632,0.327097947
Honduras,2017/2/28,0.648802204,0.45693,0.347565978
Honduras,2017/3/31,0.651459044,0.10152,0.3545176
Honduras,2017/4/30,0.649466414,-0.3007,0.353395783
Honduras,2017/5/31,0.612934863,-0.18185,0.348096168
Honduras,2017/6/30,0.547842283,0.26628,0.343174283
Honduras,2017/7/31,0.593229967,0.25367,0.332675173
Honduras,2017/8/31,0.631754147,0.24631,0.306682252
Honduras,2017/9/30,0.663414824,0.39925,0.270718135
Honduras,2017/10/31,0.664743244,0.57152,0.198899125
Honduras,2017/11/30,0.694411291,0.76892,0.172357811
Honduras,2017/12/31,0.692861467,0.90288,0.250168187
Honduras,2018/1/31,0.685112351,0.97047,0.32039663
Honduras,2018/2/28,0.641495894,0.98259,0.343492852
Honduras,2018/3/31,0.573303666,0.91171,0.351147599
Honduras,2018/4/30,0.521273883,0.6342,0.353566445
Honduras,2018/5/31,0.542528603,0.33779,0.343597524
Honduras,2018/6/30,0.561126483,0.31752,0.313729444
Honduras,2018/7/31,0.627547484,0.13991,0.283308421
Honduras,2018/8/31,0.666957277,-0.11887,0.252737215
Honduras,2018/9/30,0.610278023,-0.01509,0.255237978
Honduras,2018/10/31,0.587252077,0.1773,0.20507708
Honduras,2018/11/30,0.523266513,0.53078,0.138701041
Honduras,2018/12/31,0.518395639,0.76972,0.160372806
Honduras,2019/1/31,0.401716082,0.87549,0.270852389
Honduras,2019/2/28,0.312490538,0.93089,0.320835799
Honduras,2019/3/31,0.014703052,0.82316,0.328677137
Honduras,2019/4/30,0.345036828,0.26635,0.255674872
Honduras,2019/5/31,-0.252309369,-1.79769,-0.095148775
Honduras,2019/6/30,-1.908627718,-3.14338,-1.276842507
Honduras,2019/7/31,-3.814689028,-2.74029,-2.442949134
Honduras,2019/8/31,-4.772479855,-1.56035,-2.888096386
Honduras,2019/9/30,-2.364939991,-0.4186,-4.435368041
Honduras,2019/10/31,-1.586485866,0.04269,-4.133444671
Honduras,2019/11/30,-1.431724935,0.45457,-2.813524033
Honduras,2019/12/31,-1.103826596,0.54021,-1.708209392
Jamaica,2014/2/28,0.481969885,0.684921855,0.436951916
Jamaica,2014/3/31,0.491170421,0.691013836,0.197878569
Jamaica,2014/4/30,0.497304112,0.694394417,0.281085006
Jamaica,2014/5/31,0.491170421,0.693961719,0.189406862
Jamaica,2014/6/30,0.488103576,0.692915005,0.283248125
Jamaica,2014/7/31,0.463568812,0.687133524,0.210169754
Jamaica,2014/8/31,0.35622922,0.675903404,0.219508231
Jamaica,2014/9/30,0.067945746,0.655121119,0.315452695
Jamaica,2014/10/31,-0.309276248,0.627610492,0.245868319
Jamaica,2014/11/30,-0.048594383,0.618802455,0.347669451
Jamaica,2014/12/31,0.307159693,0.62697995,0.280608714
Jamaica,2015/1/31,0.518772031,0.646970159,0.324505803
Jamaica,2015/2/28,0.503437803,0.669365458,0.541691031
Jamaica,2015/3/31,0.509571494,0.674629984,0.139877033
Jamaica,2015/4/30,0.515705185,0.677074178,0.042228986
Jamaica,2015/5/31,0.531039413,0.673861416,0.186523212
Jamaica,2015/6/30,0.521838876,0.658781941,0.303297593
Jamaica,2015/7/31,0.524905722,0.602985369,0.218327148
Jamaica,2015/8/31,0.521838876,0.450289215,0.229231093
Jamaica,2015/9/30,0.475836194,0.128871503,0.323803551
Jamaica,2015/10/31,0.531039413,-0.33795866,0.272647828
Jamaica,2015/11/30,0.494237267,-0.700612055,0.364654502
Jamaica,2015/12/31,0.466635658,-0.739246431,0.36378113
Jamaica,2016/1/31,0.411432439,-0.290292566,0.367333011
Jamaica,2016/2/29,-0.278607793,0.153329505,0.492094175
Jamaica,2016/3/31,0.034210445,0.254695951,-0.123176972
Jamaica,2016/4/30,0.285691774,0.272251741,0.152659743
Jamaica,2016/5/31,-0.134466056,0.097684226,0.224430087
Jamaica,2016/6/30,-0.042460692,-0.253306351,0.298252348
Jamaica,2016/7/31,-0.781570452,-1.037798207,0.229457053
Jamaica,2016/8/31,-0.033260155,-2.483638612,0.252965988
Jamaica,2016/9/30,-0.247939339,-3.489565715,0.329985703
Jamaica,2016/10/31,-0.539289659,-2.906834053,0.26957427
Jamaica,2016/11/30,-0.827573134,-1.285087308,0.380360469
Jamaica,2016/12/31,0.448234585,-0.385376867,0.317858529
Jamaica,2017/1/31,0.503437803,0.228289529,0.356136588
Jamaica,2017/2/28,0.506504649,0.498224378,0.614778034
Jamaica,2017/3/31,0.521838876,0.579871545,0.255730311
Jamaica,2017/4/30,0.509571494,0.625698616,0.335363541
Jamaica,2017/5/31,0.497304112,0.631674218,0.223488166
Jamaica,2017/6/30,0.491170421,0.618869257,0.334113908
Jamaica,2017/7/31,0.494237267,0.58581107,-0.115834556
Jamaica,2017/8/31,0.521838876,0.52707383,0.130703582
Jamaica,2017/9/30,0.527972567,0.454950431,0.28685383
Jamaica,2017/10/31,0.534106258,0.403155905,0.190496546
Jamaica,2017/11/30,0.534106258,0.405545401,0.337917138
Jamaica,2017/12/31,0.089413664,0.465989689,0.249924928
Jamaica,2018/1/31,0.463568812,0.543962069,0.272160872
Jamaica,2018/2/28,0.463568812,0.612959059,0.510471543
Jamaica,2018/3/31,0.396098212,0.636020978,0.2539922
Jamaica,2018/4/30,0.475836194,0.65017105,0.354954489
Jamaica,2018/5/31,0.500370958,0.641648374,0.281217027
Jamaica,2018/6/30,0.448234585,0.614094454,0.352138881
Jamaica,2018/7/31,0.472769349,0.534769981,0.312119664
Jamaica,2018/8/31,0.439034048,0.352179756,0.115538902
Jamaica,2018/9/30,0.282624929,0.012425349,0.307559851
Jamaica,2018/10/31,0.297959156,-0.43200998,0.257077437
Jamaica,2018/11/30,-0.183535584,-0.581826914,0.346881386
